22841-22834-MA0000517,adult_old,MPATH458, skin 133A
Probe Array Lot: 2006849
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:169, Count:32
Corner- Avg:9762, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=15.616271 SFGene=All 
Background=Avg:80.00,Stdev:2.49,Max:87.7,Min:75.2 Noise=Avg:4.99,Stdev:0.45,Max:6.6,Min:4.1 RawQ=3.25 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
44696_at	16	16	2410.9	P	0.001141																															
44702_at	16	16	3194.1	P	0.000805																															
44783_s_at	16	16	5089.2	P	0.000468																															
44790_s_at	16	16	1207.7	P	0.000562																															
44822_s_at	16	16	1610.5	P	0.003585																															
45288_at	16	16	235.9	A	0.234557																															
45297_at	16	16	2547.2	P	0.017001																															
45526_g_at	16	16	8842.8	P	0.001602																															
45572_s_at	16	16	15540.8	P	0.000388																															
45633_at	16	16	459.4	A	0.107301																															
45653_at	16	16	899.3	P	0.024711																															
45687_at	16	16	3142.7	P	0.004180																															
45714_at	16	16	2856.6	P	0.004180																															
45749_at	16	16	6690.2	P	0.003585																															
45828_at	16	16	5121.0	P	0.001141																															
46142_at	16	16	1008.1	P	0.017001																															
46167_at	16	16	1714.3	P	0.000322																															
46256_at	16	16	8688.0	P	0.005643																															
46270_at	16	16	2587.7	A	0.117160																															
46323_at	16	16	5417.6	P	0.000219																															
46665_at	16	16	5407.8	P	0.000322																															
46947_at	16	16	481.1	A	0.081337																															
47069_at	16	16	3000.0	P	0.000562																															
47083_at	16	16	2920.1	P	0.005643																															
47105_at	16	16	1045.3	P	0.039365																															
47530_at	16	16	2038.5	P	0.001141																															
47550_at	16	16	998.8	P	0.027860																															
47553_at	16	16	378.6	A	0.162935																															
47560_at	16	16	1760.1	P	0.017001																															
47571_at	16	16	1844.5	P	0.001602																															
47608_at	16	16	4955.7	P	0.001892																															
47773_at	16	16	1602.7	P	0.001602																															
48030_i_at	15	15	15121.7	P	0.026737																															
48031_r_at	16	16	1582.0	P	0.031336																															
48106_at	16	16	2273.5	P	0.014937																															
48117_at	16	16	1452.6	P	0.019304																															
48531_at	16	16	1749.2	P	0.008689																															
48580_at	16	16	7618.2	P	0.001354																															
49111_at	16	16	3533.5	P	0.000388																															
49306_at	16	16	685.0	M	0.054470																															
49327_at	16	16	5216.4	P	0.001141																															
49452_at	16	16	2820.7	P	0.014937																															
49485_at	16	16	1667.3	P	0.001602																															
49878_at	16	16	5430.8	P	0.000266																															
50221_at	16	16	553.3	A	0.267463																															
50277_at	16	16	16328.5	P	0.000562																															
50314_i_at	15	15	1798.6	P	0.001305																															
50374_at	16	16	2065.7	P	0.000562																															
50376_at	16	16	3341.7	P	0.013092																															
50400_at	16	16	860.6	P	0.002228																															
50965_at	16	16	1165.5	P	0.048995																															
51146_at	16	16	1128.2	P	0.001602																															
51158_at	16	16	3356.2	P	0.001141																															
51176_at	16	16	3392.8	P	0.007543																															
51192_at	16	16	2149.1	P	0.006532																															
51200_at	16	16	5484.7	P	0.003067																															
51226_at	16	16	198.8	A	0.234557																															
51228_at	16	16	578.7	P	0.024711																															
52005_at	16	16	2550.0	P	0.021866																															
52078_at	16	16	4230.3	P	0.007543																															
52159_at	16	16	1862.4	P	0.003585																															
52164_at	16	16	3415.1	P	0.000562																															
52169_at	16	16	4854.9	P	0.004863																															
52255_s_at	16	16	2403.5	P	0.013092																															
52285_f_at	16	16	801.1	P	0.001602																															
52651_at	16	16	2304.6	P	0.004863																															
52731_at	16	16	1226.3	M	0.054470																															
52741_at	16	16	460.0	A	0.098054																															
52837_at	16	16	350.9	A	0.479380																															
52940_at	16	16	2320.4	P	0.014937																															
52975_at	16	16	1460.8	A	0.267463																															
53071_s_at	16	16	2163.6	P	0.000219																															
53076_at	16	16	1243.9	P	0.017001																															
53202_at	16	16	394.9	A	0.127645																															
53720_at	16	16	1409.9	P	0.004180																															
53912_at	16	16	1590.6	P	0.000388																															
53968_at	16	16	3466.1	P	0.000322																															
53987_at	16	16	1519.5	P	0.007543																															
53991_at	16	16	1002.5	P	0.014937																															
54037_at	16	16	450.6	P	0.035163																															
54051_at	16	16	443.3	P	0.027860																															
54632_at	16	16	3699.4	P	0.000322																															
54970_at	16	16	7055.6	P	0.008689																															
55065_at	16	16	2774.3	P	0.004180																															
55081_at	16	16	1585.4	P	0.000805																															
55093_at	16	16	2100.1	A	0.098054																															
55583_at	16	16	1062.2	P	0.039365																															
55616_at	16	16	3196.1	P	0.005643																															
55662_at	16	16	1258.3	P	0.003067																															
55692_at	16	16	1702.7	P	0.000959																															
55705_at	16	16	14801.8	P	0.000388																															
56197_at	16	16	14578.2	P	0.000673																															
56256_at	16	16	10872.5	P	0.000322																															
56821_at	16	16	868.0	P	0.035163																															
56829_at	16	16	2935.9	P	0.004863																															
56919_at	16	16	1581.6	P	0.002617																															
57082_at	16	16	3530.9	P	0.001602																															
57163_at	16	16	3721.8	P	0.002617																															
57516_at	16	16	955.7	P	0.003585																															
57532_at	16	16	2722.7	P	0.001354																															
57539_at	16	16	805.7	P	0.005643																															
57540_at	16	16	852.5	P	0.004180																															
57588_at	16	16	1987.8	P	0.014937																															
57703_at	16	16	375.7	A	0.089405																															
57715_at	16	16	1630.9	P	0.003585																															
57739_at	16	16	2549.7	P	0.003067																															
58308_at	16	16	634.7	P	0.039365																															
58696_at	16	16	4699.9	P	0.003585																															
58916_at	16	16	3912.3	P	0.000266																															
58994_at	16	16	2830.7	P	0.000562																															
59625_at	16	16	1811.3	P	0.024711																															
59631_at	16	16	2015.7	P	0.003067																															
59644_at	16	16	438.9	P	0.004863																															
59697_at	16	16	2989.8	P	0.007543																															
59705_at	16	16	427.7	P	0.021866																															
48612_at	16	16	9714.7	P	0.002617																															
48659_at	16	16	4136.5	P	0.003585																															
48808_at	16	16	1553.6	P	0.001892																															
48825_at	16	16	2651.9	P	0.004180																															
49049_at	16	16	936.0	M	0.060419																															
49051_g_at	16	16	704.2	P	0.011447																															
49077_at	16	16	5652.5	P	0.000673																															
49329_at	16	16	2229.8	P	0.004863																															
49679_s_at	16	16	2141.2	P	0.021866																															
51774_s_at	16	16	6327.5	P	0.000805																															
55872_at	16	16	5410.2	P	0.000219																															
56748_at	16	16	264.4	A	0.189687																															
58367_s_at	16	16	4976.7	P	0.004180																															
58780_s_at	16	16	2733.2	P	0.004863																															
58900_at	16	16	6290.3	P	0.006532																															
59375_at	16	16	2725.4	P	0.011447																															
59433_at	16	16	1565.3	P	0.003067																															
59437_at	16	16	1030.6	P	0.011447																															
59999_at	16	16	1485.5	P	0.002228																															
60084_at	16	16	337.4	A	0.189687																															
60471_at	16	16	1524.4	P	0.001354																															
60474_at	16	16	418.1	M	0.054470																															
60528_at	16	16	5505.4	P	0.002228																															
60794_f_at	16	16	885.8	P	0.000388																															
60815_at	16	16	278.6	A	0.081337																															
61297_at	16	16	1241.6	A	0.073830																															
61732_r_at	16	16	229.7	A	0.127645																															
61734_at	16	16	1867.8	P	0.009985																															
61874_at	16	16	2506.7	P	0.014937																															
62212_at	16	16	1578.1	P	0.004863																															
62987_r_at	16	16	4950.5	A	0.218983																															
63009_at	16	16	2598.9	P	0.000219																															
63305_at	16	16	717.7	M	0.054470																															
63825_at	16	16	2261.0	P	0.031336																															
64064_at	16	16	4744.4	P	0.035163																															
64371_at	16	16	721.4	M	0.060419																															
64408_s_at	16	16	246.5	A	0.284747																															
64418_at	16	16	2634.6	P	0.002228																															
64432_at	16	16	672.7	P	0.001892																															
64438_at	16	16	2787.0	P	0.004180																															
64440_at	16	16	3941.6	P	0.003585																															
64474_g_at	16	16	2149.6	P	0.004863																															
64486_at	16	16	5974.4	P	0.004180																															
64488_at	16	16	2060.5	P	0.004863																															
64883_at	16	16	2133.6	P	0.003067																															
64899_at	16	16	1875.4	A	0.189687																															
64900_at	16	16	687.4	P	0.017001																															
64942_at	16	16	6040.4	P	0.031336																															
65086_at	16	16	2534.0	P	0.035163																															
65133_i_at	14	14	1055.5	P	0.000491																															
65438_at	16	16	463.5	P	0.024711																															
65472_at	16	16	765.1	P	0.014937																															
65493_at	16	16	566.3	P	0.005643																															
65517_at	16	16	1979.2	P	0.008689																															
65521_at	16	16	3122.5	P	0.007543																															
65585_at	16	16	1457.0	P	0.001141																															
65588_at	16	16	2759.3	P	0.003067																															
65591_at	16	16	4248.9	P	0.019304																															
65630_at	16	16	1246.6	P	0.001602																															
65635_at	16	16	4884.6	P	0.000266																															
65718_at	16	16	2004.9	P	0.000562																															
65770_at	16	16	3042.2	P	0.013092																															
65884_at	16	16	2853.4	P	0.000959																															
66053_at	16	16	59.0	A	0.479380																															
71933_at	16	16	4457.8	P	0.024711																															
74694_s_at	16	16	1498.7	P	0.000673																															
76897_s_at	16	16	243.1	A	0.479380																															
79005_at	16	16	2929.0	P	0.014937																															
81737_at	16	16	229.8	A	0.679170																															
77508_r_at	16	16	2363.0	A	0.117160																															
78047_s_at	16	16	4578.8	P	0.003585																															
78330_at	16	16	632.0	A	0.066865																															
78383_at	16	16	1435.1	P	0.009985																															
78495_at	16	16	1606.8	P	0.035163																															
81811_at	16	16	1295.1	P	0.004180																															
87100_at	16	16	464.6	A	0.107301																															
89476_r_at	16	16	1118.6	A	0.073830																															
89948_at	16	16	1040.6	P	0.048995																															
89977_at	16	16	775.8	A	0.073830																															
90265_at	16	16	2029.9	A	0.081337																															
90610_at	16	16	2019.5	P	0.027860																															
91580_at	16	16	46.4	A	0.824011																															
91617_at	16	16	941.7	P	0.006532																															
91682_at	16	16	1436.2	P	0.039365																															
91684_g_at	16	16	1891.0	P	0.000673																															
91703_at	16	16	887.8	A	0.127645																															
91816_f_at	14	14	3110.5	P	0.000491																															
91826_at	16	16	1886.1	A	0.066865																															
91920_at	16	16	1865.1	A	0.098054																															
91952_at	16	16	2189.4	P	0.000562																															
200593_s_at	11	11	8175.3	P	0.000244																															
200594_x_at	11	11	29343.1	P	0.000244																															
200595_s_at	11	11	10958.8	P	0.000244																															
200596_s_at	11	11	5548.2	P	0.000244																															
200597_at	11	11	3662.2	P	0.000244																															
200598_s_at	11	11	6036.8	P	0.000244																															
200599_s_at	11	11	17910.9	P	0.000244																															
200600_at	11	11	9570.8	P	0.000244																															
200601_at	11	11	6763.1	P	0.000244																															
200602_at	11	11	15857.5	P	0.000244																															
200603_at	11	11	15932.2	P	0.000244																															
200604_s_at	11	11	6610.1	P	0.000244																															
200605_s_at	11	11	16282.2	P	0.000244																															
200606_at	11	11	30092.5	P	0.000244																															
200607_s_at	11	11	2026.8	P	0.000244																															
200608_s_at	11	11	7520.6	P	0.000244																															
200609_s_at	11	11	10850.2	P	0.000244																															
200610_s_at	11	11	30101.2	P	0.000732																															
200611_s_at	11	11	8176.0	P	0.001953																															
200612_s_at	11	11	10222.6	P	0.002930																															
