21470-21452-fetal,normal,MA0000216 spinal column 133B
Probe Array Lot: 
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:97, Count:32
Corner- Avg:8712, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=24.506239 SFGene=All 
Background=Avg:66.33,Stdev:2.48,Max:76.0,Min:61.5 Noise=Avg:3.49,Stdev:0.25,Max:4.3,Min:2.9 RawQ=2.67 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
238703_at	11	11	58.2	A	0.870361																															
238704_at	11	11	2191.0	P	0.000732																															
238705_at	11	11	18.6	A	0.888428																															
238706_at	11	11	1050.5	P	0.008057																															
238707_at	11	11	206.4	A	0.753906																															
238708_at	11	11	2191.1	A	0.149658																															
238709_at	11	11	1601.5	A	0.194580																															
238710_at	11	11	1935.7	A	0.095215																															
238711_s_at	11	11	3355.6	P	0.001953																															
238712_at	11	11	1962.1	P	0.000732																															
238713_at	11	11	234.1	M	0.056152																															
238714_at	11	11	2789.9	P	0.014160																															
238715_at	11	11	149.1	A	0.665527																															
238716_at	11	11	1608.5	P	0.004150																															
238717_at	11	11	1459.3	P	0.037598																															
238718_at	11	11	805.6	P	0.010742																															
238719_at	11	11	7442.8	P	0.000244																															
238720_at	11	11	1065.2	P	0.005859																															
238721_at	11	11	2832.0	P	0.037598																															
238722_x_at	11	11	2299.5	P	0.001221																															
238723_at	11	11	273.5	A	0.246094																															
238724_at	11	11	1364.2	P	0.001953																															
238725_at	11	11	213.0	A	0.696289																															
238726_at	11	11	1608.5	A	0.095215																															
238727_at	11	11	5148.5	P	0.000244																															
238728_at	11	11	2931.3	P	0.037598																															
238729_x_at	11	11	1075.8	A	0.303711																															
238730_at	11	11	881.4	A	0.567627																															
238731_at	11	11	183.8	A	0.303711																															
238732_at	11	11	463.8	A	0.095215																															
238733_at	11	11	702.7	A	0.067627																															
238734_at	11	11	600.2	P	0.004150																															
238735_at	11	11	605.4	A	0.274170																															
238736_at	11	11	1956.2	P	0.046143																															
238737_at	11	11	1084.3	A	0.725830																															
238738_at	11	11	105.1	A	0.753906																															
238739_at	11	11	543.6	P	0.002930																															
238740_at	11	11	1278.2	P	0.030273																															
238741_at	11	11	1630.8	A	0.274170																															
238742_x_at	11	11	158.7	A	0.919434																															
238743_at	11	11	2851.9	P	0.004150																															
238744_at	11	11	1063.6	P	0.014160																															
238745_at	11	11	1849.3	P	0.037598																															
238746_at	11	11	1952.1	A	0.274170																															
238747_at	11	11	6707.7	P	0.002930																															
238748_at	11	11	326.7	A	0.129639																															
238749_at	11	11	243.9	A	0.601074																															
238750_at	11	11	107.0	A	0.500000																															
238751_at	11	11	1568.7	P	0.014160																															
238752_at	11	11	2416.6	P	0.001953																															
238753_at	11	11	8545.1	P	0.000732																															
238754_at	11	11	119.2	A	0.919434																															
238755_at	11	11	2771.1	P	0.000732																															
238756_at	11	11	21186.1	P	0.000244																															
238757_at	11	11	1175.7	P	0.005859																															
238758_at	11	11	885.8	A	0.194580																															
238759_at	11	11	3439.9	A	0.129639																															
238760_at	11	11	882.5	A	0.149658																															
238761_at	11	11	2153.1	P	0.000732																															
238762_at	11	11	3360.4	P	0.000244																															
238763_at	11	11	801.0	P	0.023926																															
238764_at	11	11	339.6	A	0.696289																															
238765_at	11	11	3597.5	P	0.005859																															
238766_at	11	11	477.6	A	0.665527																															
238767_at	11	11	1200.7	P	0.014160																															
238768_at	11	11	6548.0	P	0.001953																															
238769_at	11	11	1694.2	M	0.056152																															
238770_at	11	11	104.4	A	0.805420																															
238771_at	11	11	247.4	A	0.500000																															
238772_at	11	11	356.4	A	0.466064																															
238773_at	11	11	2940.7	P	0.001953																															
238774_at	11	11	1833.4	P	0.014160																															
238775_at	11	11	2023.8	P	0.001953																															
238776_x_at	11	11	85.4	A	0.932373																															
238777_x_at	11	11	3462.2	A	0.095215																															
238778_at	11	11	903.1	P	0.005859																															
238779_at	11	11	41.7	A	0.753906																															
238780_s_at	11	11	1242.2	A	0.095215																															
238781_at	11	11	5566.6	P	0.001953																															
238782_at	11	11	3441.0	P	0.001953																															
238783_at	11	11	2660.9	P	0.014160																															
238784_at	11	11	5847.0	P	0.005859																															
238785_at	11	11	2172.8	P	0.000244																															
238786_at	11	11	2895.0	P	0.018555																															
238787_at	11	11	153.7	A	0.366211																															
238788_at	11	11	1647.0	P	0.004150																															
238789_at	11	11	3634.1	P	0.002930																															
238790_at	11	11	849.7	A	0.303711																															
238791_at	11	11	1013.0	P	0.030273																															
238792_at	11	11	2123.9	P	0.004150																															
238793_at	11	11	1864.5	P	0.001953																															
238794_at	11	11	1306.1	P	0.018555																															
238795_at	11	11	4064.3	P	0.002930																															
238796_at	11	11	773.3	P	0.014160																															
238797_at	11	11	398.2	A	0.334473																															
238798_at	11	11	2035.0	A	0.149658																															
238799_at	11	11	319.8	A	0.171387																															
238800_s_at	11	11	1320.6	P	0.004150																															
238801_at	11	11	2446.8	P	0.005859																															
238802_at	11	11	1208.7	P	0.037598																															
238803_at	11	11	1046.3	P	0.001953																															
238804_at	11	11	1929.4	A	0.129639																															
238805_at	11	11	497.8	A	0.246094																															
238806_at	11	11	2105.1	A	0.129639																															
238807_at	11	11	4841.6	M	0.056152																															
238808_at	11	11	278.7	A	0.601074																															
238809_at	11	11	306.9	A	0.533936																															
238810_at	11	11	410.6	P	0.002930																															
238811_at	11	11	315.8	A	0.129639																															
238812_at	11	11	2733.4	A	0.080566																															
238813_at	11	11	271.1	A	0.633789																															
238814_at	11	11	1504.2	A	0.149658																															
238815_at	11	11	4523.0	P	0.000732																															
238816_at	11	11	1780.6	P	0.004150																															
238817_at	11	11	120.9	A	0.904785																															
238818_at	11	11	2555.2	A	0.149658																															
238819_at	11	11	1896.7	P	0.005859																															
238820_at	11	11	122.8	A	0.696289																															
238821_at	11	11	2030.9	P	0.001221																															
238822_at	11	11	945.2	P	0.010742																															
238823_at	11	11	2342.3	P	0.001953																															
238824_at	11	11	1575.7	P	0.037598																															
238825_at	11	11	1816.6	P	0.037598																															
238826_x_at	11	11	1084.8	A	0.149658																															
238827_at	11	11	309.8	A	0.696289																															
238828_at	11	11	1829.1	P	0.008057																															
238829_at	11	11	1487.5	P	0.000732																															
238830_at	11	11	155.4	A	0.753906																															
238831_at	11	11	105.4	A	0.334473																															
238832_at	11	11	1389.8	A	0.171387																															
238833_at	11	11	742.9	P	0.018555																															
238834_at	11	11	1596.7	P	0.005859																															
238835_at	11	11	862.1	A	0.194580																															
238836_at	11	11	689.6	A	0.274170																															
238837_at	11	11	52.5	A	0.828613																															
238838_at	11	11	643.5	P	0.008057																															
238839_at	11	11	1641.8	A	0.149658																															
238840_at	11	11	778.4	A	0.303711																															
238841_at	11	11	2157.3	P	0.018555																															
238842_at	11	11	2827.8	P	0.014160																															
238843_at	11	11	394.9	A	0.334473																															
238844_s_at	11	11	1262.8	A	0.095215																															
238845_at	11	11	26.1	A	0.919434																															
238846_at	11	11	803.1	P	0.004150																															
238847_at	11	11	72.4	A	0.805420																															
238848_at	11	11	542.6	A	0.432373																															
238849_at	11	11	203.9	A	0.725830																															
238850_at	11	11	24839.6	P	0.000244																															
238851_at	11	11	591.5	A	0.274170																															
238852_at	11	11	1241.0	P	0.000732																															
238853_at	11	11	6630.0	P	0.000244																															
238854_at	11	11	2758.8	A	0.067627																															
238855_at	11	11	524.7	A	0.274170																															
238856_s_at	11	11	1553.6	P	0.000732																															
238857_at	11	11	30.7	A	0.994141																															
238858_at	11	11	1226.1	P	0.014160																															
238859_at	11	11	1233.0	P	0.010742																															
238860_at	11	11	2075.7	P	0.014160																															
238861_at	11	11	4139.4	P	0.005859																															
238862_at	11	11	3003.4	P	0.008057																															
238863_x_at	11	11	3156.9	M	0.056152																															
238864_at	11	11	3442.3	A	0.194580																															
238865_at	11	11	953.7	P	0.023926																															
238866_at	11	11	103.9	A	0.696289																															
238867_at	11	11	1406.1	P	0.005859																															
238868_at	11	11	2203.8	P	0.001221																															
238869_at	11	11	1083.4	P	0.046143																															
238870_at	11	11	349.4	A	0.398926																															
238871_at	11	11	3920.0	P	0.000244																															
238872_at	11	11	693.2	A	0.398926																															
238873_at	11	11	95.7	A	0.500000																															
238874_at	11	11	65.6	A	0.466064																															
238875_at	11	11	2131.9	P	0.000244																															
238876_at	11	11	1046.1	A	0.246094																															
238877_at	11	11	1155.5	A	0.366211																															
238878_at	11	11	75.2	A	0.633789																															
238879_at	11	11	3493.4	P	0.004150																															
238880_at	11	11	6095.1	P	0.004150																															
238881_at	11	11	1390.9	P	0.018555																															
238882_at	11	11	537.0	M	0.056152																															
238883_at	11	11	9000.5	P	0.000732																															
238884_at	11	11	59.8	A	0.904785																															
238885_at	11	11	5211.1	P	0.001953																															
238886_at	11	11	137.1	A	0.533936																															
238887_at	11	11	895.1	P	0.010742																															
238888_at	11	11	1353.6	P	0.014160																															
238889_at	11	11	1254.5	A	0.149658																															
238890_at	11	11	2600.7	P	0.023926																															
238891_at	11	11	42.2	A	0.888428																															
238892_at	11	11	159.5	A	0.567627																															
238893_at	11	11	4371.9	P	0.014160																															
238894_at	11	11	2803.6	A	0.095215																															
238895_at	11	11	1333.8	P	0.001221																															
238896_at	11	11	2286.9	A	0.080566																															
238897_at	11	11	181.6	A	0.601074																															
238898_at	11	11	215.0	A	0.753906																															
238899_at	11	11	305.1	A	0.067627																															
238900_at	11	11	31.5	A	0.904785																															
238901_at	11	11	596.2	A	0.246094																															
238902_at	11	11	2997.2	P	0.000244																															
238903_at	11	11	2598.3	P	0.023926																															
238904_at	11	11	4084.6	A	0.095215																															
238905_at	11	11	7109.8	P	0.010742																															
238906_s_at	11	11	6644.3	P	0.000244																															
238907_at	11	11	2137.7	P	0.000244																															
238908_at	11	11	2994.9	P	0.014160																															
238909_at	11	11	753.9	A	0.303711																															
238910_at	11	11	94.7	A	0.665527																															
238911_at	11	11	103.0	A	0.932373																															
238912_x_at	11	11	2600.2	A	0.111572																															
238913_at	11	11	1831.0	P	0.000732																															
238914_at	11	11	3516.9	P	0.001221																															
238915_at	11	11	559.9	A	0.303711																															
238916_at	11	11	340.4	A	0.567627																															
238917_s_at	11	11	1641.0	A	0.067627																															
238918_at	11	11	4278.1	P	0.023926																															
238919_at	11	11	9644.2	P	0.000244																															
238920_at	11	11	1061.9	A	0.633789																															
238921_at	11	11	2086.1	A	0.095215																															
238922_at	11	11	328.3	A	0.334473																															
238923_at	11	11	2299.7	P	0.010742																															
238924_at	11	11	1326.5	P	0.004150																															
238925_at	11	11	956.9	A	0.171387																															
238926_at	11	11	85.7	A	0.850342																															
238927_at	11	11	1624.3	A	0.334473																															
238928_at	11	11	147.0	A	0.665527																															
238929_at	11	11	1578.5	P	0.000732																															
238930_at	11	11	44.8	A	0.981445																															
238931_at	11	11	1673.9	P	0.037598																															
238932_at	11	11	3339.9	P	0.004150																															
238933_at	11	11	2272.0	A	0.111572																															
238934_at	11	11	544.3	A	0.334473																															
238935_at	11	11	990.8	A	0.149658																															
238936_at	11	11	2069.5	P	0.005859																															
238937_at	11	11	3384.2	P	0.001221																															
238938_at	11	11	191.0	A	0.601074																															
238939_at	11	11	1327.8	A	0.194580																															
238940_at	11	11	979.7	A	0.095215																															
238941_at	11	11	90.1	A	0.696289																															
238942_at	11	11	535.8	A	0.366211																															
238943_at	11	11	83.4	A	0.725830																															
238944_at	11	11	3508.7	P	0.008057																															
238945_at	11	11	504.2	A	0.194580																															
238946_at	11	11	1252.6	P	0.000732																															
238947_at	11	11	120.7	A	0.805420																															
238948_at	11	11	2010.5	P	0.023926																															
238949_at	11	11	1170.2	A	0.080566																															
238950_at	11	11	73.7	A	0.828613																															
238951_at	11	11	698.9	M	0.056152																															
238952_x_at	11	11	1803.0	P	0.000732																															
238953_at	11	11	1046.8	A	0.067627																															
238954_at	11	11	1720.0	A	0.334473																															
238955_at	11	11	5594.7	P	0.005859																															
238956_at	11	11	2769.7	P	0.010742																															
238957_at	11	11	84.8	A	0.601074																															
238958_at	11	11	358.6	A	0.696289																															
238959_at	11	11	668.6	A	0.633789																															
238960_s_at	11	11	1284.7	P	0.030273																															
238961_s_at	11	11	130.2	A	0.601074																															
238962_at	11	11	1369.2	P	0.002930																															
238963_at	11	11	1630.9	P	0.000732																															
238964_at	11	11	3615.6	P	0.008057																															
238965_at	11	11	196.2	A	0.398926																															
238966_at	11	11	6925.5	P	0.000732																															
238967_at	11	11	1064.8	A	0.067627																															
238968_at	11	11	119.6	A	0.466064																															
238969_at	11	11	933.5	P	0.046143																															
238970_at	11	11	561.4	A	0.194580																															
238971_at	11	11	102.8	A	0.904785																															
238972_at	11	11	879.4	P	0.037598																															
238973_s_at	11	11	1096.9	A	0.149658																															
238974_at	11	11	16647.9	P	0.000244																															
238975_at	11	11	181.2	A	0.805420																															
238976_at	11	11	1682.5	A	0.095215																															
238977_at	11	11	124.2	A	0.696289																															
238978_at	11	11	442.6	A	0.095215																															
238979_at	11	11	96.7	A	0.850342																															
238980_x_at	11	11	1500.2	P	0.023926																															
238981_at	11	11	1069.4	A	0.432373																															
238982_at	11	11	284.6	A	0.067627																															
238983_at	11	11	1513.6	P	0.014160																															
238984_at	11	11	110.6	A	0.567627																															
238985_at	11	11	2251.4	M	0.056152																															
238986_at	11	11	250.6	A	0.567627																															
238987_at	11	11	1066.4	A	0.303711																															
238988_at	11	11	3327.0	P	0.014160																															
238989_at	11	11	1641.1	P	0.002930																															
238990_x_at	11	11	2966.1	P	0.000732																															
238991_at	11	11	34.8	A	0.805420																															
238992_at	11	11	1664.4	P	0.000244																															
238993_at	11	11	56.8	A	0.904785																															
238994_at	11	11	1334.3	P	0.004150																															
238995_at	11	11	3032.9	P	0.014160																															
238996_x_at	11	11	3912.0	P	0.030273																															
238997_at	11	11	124.6	A	0.888428																															
238998_x_at	11	11	173.1	A	0.601074																															
238999_at	11	11	1292.8	A	0.171387																															
239000_at	11	11	52.8	A	0.976074																															
239001_at	11	11	565.8	A	0.398926																															
239002_at	11	11	788.8	A	0.274170																															
239003_at	11	11	54.5	A	0.753906																															
239004_at	11	11	1048.7	A	0.303711																															
239005_at	11	11	1823.5	A	0.080566																															
239006_at	11	11	972.7	P	0.001221																															
239007_at	11	11	639.2	P	0.005859																															
239008_at	11	11	119.8	A	0.665527																															
239009_at	11	11	2112.5	A	0.171387																															
239010_at	11	11	468.5	A	0.194580																															
239011_at	11	11	34.9	A	0.953857																															
239012_at	11	11	1701.5	A	0.432373																															
239013_at	11	11	792.9	A	0.567627																															
239014_at	11	11	549.8	A	0.129639																															
239015_at	11	11	496.6	A	0.398926																															
239016_at	11	11	1125.8	P	0.014160																															
239017_at	11	11	4880.2	P	0.005859																															
239018_at	11	11	885.5	A	0.246094																															
239019_at	11	11	1263.4	A	0.095215																															
239020_at	11	11	2650.9	A	0.129639																															
239021_at	11	11	217.2	A	0.303711																															
239022_at	11	11	152.4	A	0.398926																															
239023_at	11	11	708.5	A	0.567627																															
239024_at	11	11	6317.2	P	0.000244																															
239025_at	11	11	1380.4	P	0.002930																															
239026_x_at	11	11	4889.5	P	0.037598																															
239027_at	11	11	119.0	A	0.633789																															
239028_at	11	11	2409.0	P	0.005859																															
239029_at	11	11	148.3	A	0.870361																															
239030_at	11	11	187.4	A	0.398926																															
239031_at	11	11	2975.8	P	0.010742																															
239032_at	11	11	636.5	M	0.056152																															
239033_at	11	11	8525.4	P	0.000732																															
239034_at	11	11	3410.2	P	0.001953																															
239035_at	11	11	1951.5	P	0.046143																															
239036_at	11	11	773.2	A	0.303711																															
239037_at	11	11	467.9	A	0.633789																															
239038_at	11	11	3864.4	P	0.002930																															
239039_at	11	11	1466.8	A	0.274170																															
239040_at	11	11	72.6	A	0.432373																															
239041_at	11	11	2379.6	A	0.095215																															
239042_at	11	11	2007.8	A	0.334473																															
239043_at	11	11	2344.2	P	0.001953																															
239044_at	11	11	1120.4	P	0.030273																															
239045_at	11	11	136.0	A	0.828613																															
239046_at	11	11	241.8	A	0.219482																															
239047_at	11	11	1469.1	A	0.171387																															
239048_at	11	11	958.7	A	0.303711																															
239049_at	11	11	1362.9	P	0.000244																															
239050_s_at	11	11	4887.0	P	0.000244																															
239051_at	11	11	509.6	A	0.567627																															
239052_at	11	11	136.2	A	0.601074																															
239053_at	11	11	3151.0	P	0.018555																															
239054_at	11	11	2537.3	P	0.005859																															
239055_at	11	11	143.2	A	0.696289																															
239056_at	11	11	3164.8	P	0.018555																															
239057_at	11	11	116.5	A	0.780518																															
239058_at	11	11	10317.7	P	0.001221																															
239059_at	11	11	182.5	A	0.567627																															
239060_at	11	11	258.5	A	0.870361																															
239061_at	11	11	458.8	A	0.725830																															
239062_at	11	11	167.6	A	0.780518																															
239063_at	11	11	383.3	A	0.274170																															
239064_at	11	11	1845.8	A	0.095215																															
239065_at	11	11	251.6	A	0.633789																															
239066_at	11	11	1845.0	A	0.111572																															
239067_s_at	11	11	2303.0	P	0.037598																															
239068_at	11	11	3415.3	P	0.000244																															
239069_s_at	11	11	3908.2	P	0.001953																															
239070_at	11	11	2145.4	P	0.014160																															
239071_at	11	11	3380.5	P	0.010742																															
239072_at	11	11	147.3	A	0.533936																															
239073_at	11	11	81.6	A	0.696289																															
239074_at	11	11	1212.4	A	0.129639																															
239075_at	11	11	1839.6	P	0.018555																															
239076_at	11	11	392.1	A	0.219482																															
239077_at	11	11	2105.6	P	0.023926																															
239078_at	11	11	803.0	A	0.432373																															
239079_at	11	11	155.3	A	0.780518																															
239080_at	11	11	375.9	A	0.080566																															
239081_at	11	11	1481.8	P	0.030273																															
239082_at	11	11	20708.4	P	0.000244																															
239083_at	11	11	1635.4	P	0.005859																															
239084_at	11	11	1624.4	P	0.000244																															
239085_at	11	11	2300.1	A	0.129639																															
239086_at	11	11	1819.4	P	0.005859																															
239087_at	11	11	65.4	A	0.828613																															
239088_at	11	11	281.9	A	0.725830																															
239089_at	11	11	790.1	P	0.001953																															
239090_at	11	11	308.5	P	0.046143																															
239091_at	11	11	1434.4	P	0.023926																															
239092_at	11	11	524.8	A	0.095215																															
239093_at	11	11	1691.7	P	0.001953																															
239094_at	11	11	1093.7	M	0.056152																															
239095_at	11	11	1561.2	P	0.023926																															
239096_at	11	11	1705.3	P	0.018555																															
239097_at	11	11	1564.0	A	0.366211																															
239098_at	11	11	666.5	A	0.500000																															
239099_at	11	11	322.9	A	0.432373																															
239100_x_at	11	11	3550.4	P	0.008057																															
239101_at	11	11	363.3	A	0.246094																															
239102_s_at	11	11	935.0	P	0.004150																															
239103_at	11	11	1407.0	A	0.246094																															
239104_at	11	11	323.4	A	0.466064																															
239105_at	11	11	1588.8	P	0.037598																															
239106_at	11	11	3759.4	P	0.000244																															
239107_at	11	11	411.8	A	0.533936																															
239108_at	11	11	2379.4	P	0.000244																															
239109_at	11	11	599.5	M	0.056152																															
239110_s_at	11	11	267.6	A	0.466064																															
239111_at	11	11	66.4	A	0.962402																															
239112_at	11	11	127.2	A	0.725830																															
239113_at	11	11	689.2	A	0.805420																															
239114_at	11	11	478.8	P	0.030273																															
239115_at	11	11	1074.1	A	0.274170																															
239116_at	11	11	15.9	A	0.953857																															
239117_at	11	11	1760.9	A	0.466064																															
239118_at	11	11	7316.9	P	0.001221																															
239119_at	11	11	292.4	A	0.753906																															
239120_at	11	11	24.9	A	0.976074																															
239121_at	11	11	1149.8	A	0.274170																															
239122_at	11	11	2841.4	P	0.023926																															
239123_at	11	11	398.4	P	0.018555																															
239124_at	11	11	1202.4	A	0.111572																															
239125_at	11	11	70.8	A	0.850342																															
239126_at	11	11	381.4	A	0.366211																															
239127_at	11	11	640.6	A	0.466064																															
239128_at	11	11	140.2	A	0.567627																															
239129_at	11	11	19.7	A	0.533936																															
239130_at	11	11	850.4	A	0.246094																															
239131_at	11	11	3199.1	P	0.001953																															
239132_at	11	11	2978.4	A	0.067627																															
239133_at	11	11	4581.3	P	0.001953																															
239134_at	11	11	874.9	A	0.219482																															
239135_at	11	11	366.8	A	0.432373																															
239136_at	11	11	134.1	A	0.753906																															
239137_x_at	11	11	1273.6	A	0.149658																															
239138_at	11	11	941.9	P	0.004150																															
239139_at	11	11	1157.8	P	0.001953																															
239140_at	11	11	432.2	M	0.056152																															
239141_at	11	11	348.1	A	0.601074																															
239142_at	11	11	1157.6	A	0.219482																															
239143_x_at	11	11	694.2	P	0.000732																															
239144_at	11	11	24838.8	P	0.000732																															
239145_at	11	11	26.5	A	0.981445																															
239146_at	11	11	582.2	P	0.037598																															
239147_at	11	11	2278.7	P	0.046143																															
239148_at	11	11	413.3	A	0.219482																															
239149_at	11	11	988.9	A	0.129639																															
239150_at	11	11	473.4	A	0.219482																															
239151_at	11	11	7506.9	P	0.001221																															
239152_at	11	11	40.4	A	0.567627																															
239153_at	11	11	546.0	P	0.000244																															
239154_at	11	11	2418.0	P	0.014160																															
239155_at	11	11	2254.3	A	0.067627																															
239156_at	11	11	1220.7	A	0.095215																															
239157_at	11	11	343.0	A	0.753906																															
239158_at	11	11	780.1	A	0.246094																															
239159_at	11	11	378.7	A	0.633789																															
239160_at	11	11	237.4	A	0.567627																															
239161_at	11	11	2122.8	A	0.194580																															
239162_at	11	11	1039.4	P	0.037598																															
239163_at	11	11	929.8	P	0.023926																															
239164_at	11	11	1534.7	P	0.010742																															
239165_at	11	11	1224.4	P	0.023926																															
239166_at	11	11	100.2	A	0.828613																															
239167_at	11	11	895.6	A	0.111572																															
239168_at	11	11	113.8	A	0.828613																															
239169_at	11	11	489.0	A	0.171387																															
239170_at	11	11	1419.2	P	0.004150																															
239171_at	11	11	2076.5	P	0.037598																															
239172_x_at	11	11	732.7	A	0.432373																															
239173_at	11	11	2129.0	A	0.194580																															
239174_at	11	11	736.7	A	0.398926																															
239175_at	11	11	108.6	A	0.633789																															
239176_at	11	11	1313.0	M	0.056152																															
239177_at	11	11	1865.6	P	0.023926																															
239178_at	11	11	1963.8	P	0.000244																															
239179_at	11	11	1371.2	P	0.001221																															
239180_at	11	11	1038.9	A	0.095215																															
239181_at	11	11	94.1	A	0.995850																															
239182_at	11	11	103.2	A	0.466064																															
239183_at	11	11	516.8	A	0.432373																															
239184_at	11	11	1385.9	A	0.067627																															
239185_at	11	11	451.9	P	0.046143																															
239186_at	11	11	966.1	A	0.194580																															
239187_at	11	11	341.0	A	0.601074																															
239188_at	11	11	138.6	A	0.601074																															
239189_at	11	11	153.7	A	0.466064																															
239190_at	11	11	3212.2	P	0.037598																															
239191_at	11	11	1479.0	A	0.334473																															
239192_at	11	11	496.5	A	0.149658																															
239193_at	11	11	3001.1	P	0.010742																															
239194_at	11	11	124.8	A	0.943848																															
239195_at	11	11	129.1	A	0.601074																															
239196_at	11	11	1923.1	A	0.095215																															
239197_s_at	11	11	3900.7	A	0.080566																															
239198_at	11	11	1550.5	P	0.010742																															
239199_at	11	11	1485.0	M	0.056152																															
239200_at	11	11	444.8	A	0.219482																															
239201_at	11	11	428.6	A	0.398926																															
239202_at	11	11	1436.6	A	0.095215																															
239203_at	11	11	826.0	A	0.246094																															
239204_at	11	11	419.1	A	0.303711																															
239205_s_at	11	11	681.1	A	0.366211																															
239206_at	11	11	157.1	A	0.888428																															
239207_at	11	11	3515.8	P	0.001953																															
239208_s_at	11	11	3829.6	P	0.001953																															
239209_at	11	11	889.0	M	0.056152																															
239210_at	11	11	259.0	M	0.056152																															
239211_at	11	11	805.7	A	0.067627																															
239212_at	11	11	1584.2	P	0.001953																															
239213_at	11	11	222.5	A	0.850342																															
239214_at	11	11	162.2	A	0.624268																															
239215_at	11	11	331.4	A	0.500000																															
239216_at	11	11	645.4	A	0.633789																															
239217_x_at	11	11	134.3	A	0.828613																															
239218_at	11	11	2480.1	P	0.004150																															
239219_at	11	11	81.3	A	0.665527																															
239220_at	11	11	198.4	A	0.870361																															
239221_at	11	11	3420.5	P	0.046143																															
239222_at	11	11	423.8	P	0.037598																															
239223_s_at	11	11	1953.2	P	0.023926																															
239224_at	11	11	127.9	A	0.870361																															
239225_at	11	11	588.1	A	0.500000																															
239226_at	11	11	805.5	A	0.303711																															
239227_at	11	11	1635.0	P	0.014160																															
239228_at	11	11	4213.3	P	0.000732																															
239229_at	11	11	1307.4	A	0.149658																															
239230_at	11	11	5783.0	P	0.000244																															
239231_at	11	11	2539.6	P	0.002930																															
239232_at	11	11	1993.3	A	0.095215																															
239233_at	11	11	815.7	P	0.008057																															
239234_at	11	11	526.7	A	0.246094																															
239235_at	11	11	277.8	A	0.334473																															
239236_at	11	11	3087.0	P	0.000244																															
239237_at	11	11	840.7	A	0.171387																															
239238_at	11	11	4003.5	P	0.014160																															
239239_at	11	11	362.2	A	0.633789																															
239240_at	11	11	3230.9	P	0.014160																															
239241_at	11	11	492.0	A	0.466064																															
239242_at	11	11	1872.8	P	0.023926																															
239243_at	11	11	5458.6	P	0.000244																															
239244_at	11	11	1187.2	A	0.129639																															
239245_at	11	11	1118.6	P	0.004150																															
239246_at	11	11	4041.6	P	0.001953																															
239247_at	11	11	1064.9	A	0.194580																															
239248_at	11	11	881.3	A	0.366211																															
239249_at	11	11	114.5	A	0.665527																															
239250_at	11	11	3660.0	P	0.000244																															
239251_at	11	11	2910.5	P	0.018555																															
239252_at	11	11	3747.9	P	0.000732																															
239253_at	11	11	540.7	P	0.023926																															
239254_at	11	11	367.6	A	0.633789																															
239255_at	11	11	1097.4	A	0.171387																															
239256_at	11	11	1683.4	A	0.219482																															
239257_at	11	11	545.3	A	0.567627																															
239258_at	11	11	1089.7	P	0.004150																															
239259_at	11	11	1556.4	P	0.010742																															
239260_at	11	11	1036.9	A	0.095215																															
239261_s_at	11	11	89.9	A	0.633789																															
239262_at	11	11	2169.3	P	0.018555																															
239263_at	11	11	831.7	A	0.111572																															
239264_at	11	11	1613.3	P	0.002930																															
239265_at	11	11	2247.1	P	0.000244																															
239266_at	11	11	1510.4	A	0.095215																															
239267_at	11	11	2183.8	A	0.129639																															
239268_at	11	11	191.5	A	0.533936																															
239269_at	11	11	2188.3	A	0.334473																															
239270_at	11	11	1143.7	A	0.466064																															
239271_at	11	11	445.9	A	0.111572																															
239272_at	11	11	1337.1	P	0.018555																															
239273_s_at	11	11	1739.7	A	0.080566																															
239274_at	11	11	632.9	A	0.111572																															
239275_at	11	11	1165.0	A	0.111572																															
239276_at	11	11	268.6	A	0.633789																															
239277_at	11	11	4512.2	P	0.001953																															
239278_at	11	11	3429.1	P	0.000732																															
239279_at	11	11	633.0	P	0.004150																															
239280_at	11	11	924.0	A	0.129639																															
239281_at	11	11	1161.0	A	0.274170																															
239282_at	11	11	746.4	A	0.334473																															
239283_at	11	11	1152.6	P	0.037598																															
239284_at	11	11	2421.4	P	0.023926																															
239285_at	11	11	1230.2	A	0.219482																															
239286_at	11	11	2256.0	P	0.005859																															
239287_at	11	11	797.8	A	0.171387																															
239288_at	11	11	746.2	A	0.219482																															
239289_x_at	11	11	3118.2	P	0.030273																															
239290_at	11	11	1825.7	P	0.014160																															
239291_at	11	11	6442.6	P	0.001221																															
239292_at	11	11	1342.5	P	0.005859																															
239293_at	11	11	3728.5	A	0.067627																															
